Date/Time (LST),Month,Day,Time (LST),Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Meter Reading (KWHr)
20-02-2023 16:00,2,20,16:00,-0.4,-9.4,51,30,36,24.1,99.22,,-8,Clear,8.64
20-02-2023 17:00,2,20,17:00,-1.6,-10.2,52,30,33,24.1,99.23,,-9,NA,8.968
20-02-2023 18:00,2,20,18:00,-3.1,-9.8,60,32,16,24.1,99.31,,-8,NA,8.52
20-02-2023 19:00,2,20,19:00,-3.4,-13.5,46,34,23,24.1,99.41,,-10,Clear,8.679
20-02-2023 20:00,2,20,20:00,-4.2,-14.3,46,34,21,24.1,99.45,,-11,NA,8.328
20-02-2023 21:00,2,20,21:00,-5.6,-13.9,52,2,17,24.1,99.48,,-12,NA,8.195
20-02-2023 22:00,2,20,22:00,-7.7,-15.5,54,1,21,24.1,99.51,,-15,Mainly Clear,8.383
20-02-2023 23:00,2,20,23:00,-8.8,-15.1,61,3,12,24.1,99.48,,-14,NA,8.582
21-02-2023 00:00,2,21,00:00,-9.9,-16,61,5,13,24.1,99.48,,-16,NA,8.171
21-02-2023 01:00,2,21,01:00,-11.1,-16.4,65,4,15,24.1,99.45,,-18,Clear,8.438
21-02-2023 02:00,2,21,02:00,-11.2,-16.5,65,4,16,24.1,99.36,,-18,NA,8.199
21-02-2023 03:00,2,21,03:00,-11.8,-16.7,67,4,16,24.1,99.28,,-19,NA,8.674
21-02-2023 04:00,2,21,04:00,-12.1,-17,67,6,16,24.1,99.29,,-20,Mainly Clear,8.672
21-02-2023 05:00,2,21,05:00,-12.5,-16.8,70,7,16,24.1,99.25,,-20,NA,8.688
21-02-2023 06:00,2,21,06:00,-12.6,-16.5,73,6,23,24.1,99.02,,-22,NA,8.723
21-02-2023 07:00,2,21,07:00,-13.2,-17.1,73,7,19,24.1,99.01,,-22,Clear,11.311
21-02-2023 08:00,2,21,08:00,-13.3,-17.9,69,7,18,24.1,99.04,,-22,NA,11.792
21-02-2023 09:00,2,21,09:00,-12.6,-17.2,69,7,24,24.1,98.97,,-22,NA,11.258
21-02-2023 10:00,2,21,10:00,-11.7,-16.7,66,8,30,24.1,98.76,,-22,Mostly Cloudy,12.6
21-02-2023 11:00,2,21,11:00,-10.8,-15.8,67,8,23,24.1,98.68,,-19,NA,10.863
21-02-2023 12:00,2,21,12:00,-9.4,-14.7,66,9,28,24.1,98.53,,-18,NA,10.899
21-02-2023 13:00,2,21,13:00,-8.9,-14.3,66,7,22,24.1,98.4,,-17,Mostly Cloudy,10.766
21-02-2023 14:00,2,21,14:00,-9,-13.8,69,32,19,4.8,98.48,,-16,Snow,10.86
21-02-2023 15:00,2,21,15:00,-9.4,-11.2,87,36,10,12.9,98.53,,-15,Snow,10.848
21-02-2023 16:00,2,21,16:00,-9.1,-11.6,82,7,8,16.1,98.56,,-13,Snow,9.268
21-02-2023 17:00,2,21,17:00,-9.3,-11.7,83,,0,24.1,98.72,,,NA,8.105
21-02-2023 18:00,2,21,18:00,-9.8,-12,84,18,6,24.1,98.83,,-13,NA,7.961
21-02-2023 19:00,2,21,19:00,-11.9,-14.1,84,36,1,24.1,98.93,,-13,Mainly Clear,8.123
21-02-2023 20:00,2,21,20:00,-10,-11.6,88,11,4,24.1,99.06,,-12,NA,8.013
21-02-2023 21:00,2,21,21:00,-8.1,-9.9,87,34,19,16.1,99.22,,-15,NA,8.064
21-02-2023 22:00,2,21,22:00,-6.8,-8.6,87,29,11,12.9,99.43,,-12,Snow,8.086
21-02-2023 23:00,2,21,23:00,-6.6,-8.5,86,28,21,24.1,99.61,,-14,NA,8.119
22-02-2023 00:00,2,22,00:00,-8,-10.9,80,29,32,24.1,99.81,,-17,Blowing Snow,7.932
22-02-2023 01:00,2,22,01:00,-9.6,-14.2,69,30,35,24.1,100.02,,-20,Blowing Snow,8.225
22-02-2023 02:00,2,22,02:00,-10.7,-15.5,68,32,25,24.1,100.21,,-20,NA,8.227
22-02-2023 03:00,2,22,03:00,-11.4,-16.7,66,30,17,24.1,100.32,,-19,NA,8.035
22-02-2023 04:00,2,22,04:00,-11.8,-16.4,69,30,27,24.1,100.49,,-21,Mostly Cloudy,8.285
22-02-2023 05:00,2,22,05:00,-12.7,-16.8,72,31,18,24.1,100.54,,-21,NA,7.986
22-02-2023 06:00,2,22,06:00,-13.1,-17.3,71,32,14,24.1,100.63,,-20,NA,8.263
22-02-2023 07:00,2,22,07:00,-13,-17.8,67,33,16,24.1,100.74,,-21,Mainly Clear,12.399
22-02-2023 08:00,2,22,08:00,-12.8,-18,65,34,12,24.1,100.8,,-19,NA,11.664
22-02-2023 09:00,2,22,09:00,-12.1,-18.1,62,34,13,24.1,100.9,,-19,NA,10.898
22-02-2023 10:00,2,22,10:00,-11.1,-18,57,36,7,24.1,100.93,,-15,Mostly Cloudy,11.135
22-02-2023 11:00,2,22,11:00,-10.6,-17,60,36,7,24.1,100.98,,-15,NA,10.796
22-02-2023 12:00,2,22,12:00,-10,-17.1,56,18,5,24.1,101.02,,-13,NA,9.978
22-02-2023 13:00,2,22,13:00,-9.2,-17.1,53,29,5,24.1,101.05,,-12,Mostly Cloudy,10.019
22-02-2023 14:00,2,22,14:00,-8.9,-17.2,51,28,3,24.1,100.97,,-11,NA,9.707
22-02-2023 15:00,2,22,15:00,-8.9,-17.2,51,17,5,24.1,100.9,,-12,NA,9.919
22-02-2023 16:00,2,22,16:00,-8.3,-17.2,49,36,3,24.1,100.91,,-10,Mostly Cloudy,8.769
22-02-2023 17:00,2,22,17:00,-8,-16.5,51,36,7,24.1,100.93,,-12,NA,8.319
22-02-2023 18:00,2,22,18:00,-8,-16.3,52,6,8,24.1,100.88,,-12,NA,8.249
22-02-2023 19:00,2,22,19:00,-8.2,-16.4,52,5,11,24.1,100.84,,-13,Cloudy,8.283
22-02-2023 20:00,2,22,20:00,-8.5,-16,55,5,13,24.1,100.71,,-14,NA,8.212
22-02-2023 21:00,2,22,21:00,-8.4,-16.1,54,4,18,24.1,100.77,,-15,NA,8.197
22-02-2023 22:00,2,22,22:00,-8.4,-16.9,51,4,21,24.1,100.75,,-16,Cloudy,8.363
22-02-2023 23:00,2,22,23:00,-8.9,-16.1,56,5,23,9.7,100.67,,-17,Snow,8.171
23-02-2023 00:00,2,23,00:00,-9.7,-13.5,74,6,18,2.4,100.56,,-17,Snow,8.209
23-02-2023 01:00,2,23,01:00,-9.9,-11.9,86,6,25,1.6,100.42,,-19,Snow,8.062
23-02-2023 02:00,2,23,02:00,-10.3,-12.2,86,6,30,1.2,100.4,,-20,"Snow,Blowing Snow",8.366
23-02-2023 03:00,2,23,03:00,-11.3,-13.3,86,5,27,1.2,100.42,,-21,"Snow,Blowing Snow",7.934
23-02-2023 04:00,2,23,04:00,-12.1,-14.2,85,6,34,2.4,100.41,,-23,"Snow,Blowing Snow",8.269
23-02-2023 05:00,2,23,05:00,-12.2,-14.5,83,5,37,3.6,100.37,,-23,"Snow,Blowing Snow",8.239
23-02-2023 06:00,2,23,06:00,-11.8,-14.6,80,6,28,12.9,100.43,,-22,"Snow,Blowing Snow",8.033
23-02-2023 07:00,2,23,07:00,-11.9,-15.4,76,5,30,24.1,100.43,,-22,"Snow,Blowing Snow",12.099
23-02-2023 08:00,2,23,08:00,-12,-15.4,76,5,30,24.1,100.45,,-22,Blowing Snow,11.528
23-02-2023 09:00,2,23,09:00,-11.8,-15.1,76,5,27,24.1,100.42,,-21,Blowing Snow,11.793
23-02-2023 10:00,2,23,10:00,-11.3,-14.9,75,5,27,24.1,100.35,,-21,Blowing Snow,11.566
23-02-2023 11:00,2,23,11:00,-10.9,-14.9,72,6,22,24.1,100.41,,-19,NA,11.869
23-02-2023 12:00,2,23,12:00,-10.7,-14.6,74,4,27,16.1,100.38,,-20,Snow,11.72
23-02-2023 13:00,2,23,13:00,-10.4,-13.2,80,6,17,2.4,100.4,,-18,Snow,11.675
23-02-2023 14:00,2,23,14:00,-9.6,-12.9,77,5,21,6.4,100.21,,-18,Snow,10.862
23-02-2023 15:00,2,23,15:00,-9.8,-13.4,75,9,21,16.1,100.15,,-18,NA,10.634
23-02-2023 16:00,2,23,16:00,-10.7,-13.6,80,10,21,8.1,100.05,,-19,Snow,9.334
23-02-2023 17:00,2,23,17:00,-11.5,-13.9,83,9,21,6.4,99.94,,-20,Snow,8.013
23-02-2023 18:00,2,23,18:00,-11.7,-13.7,85,4,19,2.4,99.97,,-20,Snow,8.276
23-02-2023 19:00,2,23,19:00,-11.7,-13.7,85,4,18,2.4,100.07,,-20,Snow,8.065
23-02-2023 20:00,2,23,20:00,-11.9,-13.6,87,9,6,4,100.05,,-16,"Freezing Drizzle,Snow",8.42
23-02-2023 21:00,2,23,21:00,-11.8,-13.5,87,11,5,8.1,100.04,,-15,Snow,8.244
23-02-2023 22:00,2,23,22:00,-11.7,-13.6,86,10,3,16.1,100.03,,-14,Snow,8.07
23-02-2023 23:00,2,23,23:00,-11.6,-13.3,87,28,4,4.8,100.08,,-14,Snow,8.361
24-02-2023 00:00,2,24,00:00,-11.7,-13.2,89,25,9,2.4,100.16,,-17,Snow,7.97
24-02-2023 01:00,2,24,01:00,-11.5,-13,89,24,11,12.9,100.24,,-17,Snow,8.386
24-02-2023 02:00,2,24,02:00,-11.7,-13.3,88,27,11,24.1,100.36,,-18,NA,8.067
24-02-2023 03:00,2,24,03:00,-11.6,-14,82,32,17,8.1,100.47,,-19,Snow,8.404
24-02-2023 04:00,2,24,04:00,-13.5,-16.6,78,32,19,24.1,100.58,,-22,Mainly Clear,8.056
24-02-2023 05:00,2,24,05:00,-13.6,-16.9,76,33,25,24.1,100.69,,-23,NA,8.415
24-02-2023 06:00,2,24,06:00,-15.1,-18.5,76,31,21,24.1,100.88,,-25,NA,8.208
24-02-2023 07:00,2,24,07:00,-15.5,-19.2,74,32,36,24.1,101.06,,-28,Clear,11.764
24-02-2023 08:00,2,24,08:00,-15.6,-19.7,71,33,28,24.1,101.26,,-26,NA,11.861
24-02-2023 09:00,2,24,09:00,-15.4,-19.9,69,31,20,24.1,101.4,,-25,NA,11.5
24-02-2023 10:00,2,24,10:00,-14.9,-20.1,65,29,22,24.1,101.49,,-24,Mainly Clear,11.666
24-02-2023 11:00,2,24,11:00,-14.6,-20.4,62,28,25,24.1,101.56,,-25,NA,11.653
24-02-2023 12:00,2,24,12:00,-13.9,-20.6,58,28,19,24.1,101.62,,-23,NA,11.921
24-02-2023 13:00,2,24,13:00,-13.1,-20.6,54,28,28,24.1,101.71,,-23,Mainly Clear,11.492
24-02-2023 14:00,2,24,14:00,-13.5,-20.2,57,26,27,24.1,101.73,,-24,NA,11.513
24-02-2023 15:00,2,24,15:00,-13.2,-21,52,25,26,24.1,101.77,,-23,NA,11.245
24-02-2023 16:00,2,24,16:00,-13,-21.5,50,27,28,24.1,101.85,,-23,Clear,10.738
24-02-2023 17:00,2,24,17:00,-13.1,-22.4,46,27,21,24.1,101.92,,-22,NA,8.759
24-02-2023 18:00,2,24,18:00,-14.2,-22.9,49,28,14,24.1,101.97,,-22,NA,8.617
24-02-2023 19:00,2,24,19:00,-14.6,-22.9,50,29,14,24.1,102.07,,-22,Clear,8.608
24-02-2023 20:00,2,24,20:00,-15.3,-23,52,30,16,24.1,102.11,,-24,NA,8.798
24-02-2023 21:00,2,24,21:00,-17,-23.9,56,31,12,24.1,102.14,,-24,NA,8.534
24-02-2023 22:00,2,24,22:00,-19.2,-25.1,60,23,4,24.1,102.15,,-23,Clear,8.796
24-02-2023 23:00,2,24,23:00,-17.7,-24.2,57,28,7,24.1,102.15,,-23,NA,8.473
25-02-2023 00:00,2,25,00:00,-19,-24,65,29,8,24.1,102.18,,-25,NA,8.573
25-02-2023 01:00,2,25,01:00,-20.1,-24.3,70,26,4,24.1,102.25,,-24,Clear,8.635
25-02-2023 02:00,2,25,02:00,-21.1,-24.9,72,36,2,24.1,102.19,,-23,NA,8.582
25-02-2023 03:00,2,25,03:00,-20.6,-24.1,74,22,7,24.1,102.11,,-26,NA,8.718
25-02-2023 04:00,2,25,04:00,-22.6,-25.1,80,22,3,24.1,102.06,,-25,Mostly Cloudy,8.65
25-02-2023 05:00,2,25,05:00,-22.2,-24.8,80,23,3,24.1,102,,-25,NA,8.76
25-02-2023 06:00,2,25,06:00,-22.5,-25.2,79,20,5,24.1,101.93,,-27,NA,8.605
25-02-2023 07:00,2,25,07:00,-20.7,-23.8,77,36,3,24.1,101.87,,-23,Mostly Cloudy,8.914
25-02-2023 08:00,2,25,08:00,-19.6,-22.7,77,28,3,24.1,101.91,,-22,NA,8.662
25-02-2023 09:00,2,25,09:00,-17.1,-22.1,65,13,4,24.1,101.75,,-20,NA,8.7
25-02-2023 10:00,2,25,10:00,-15.2,-21.9,57,18,5,24.1,101.67,,-19,Cloudy,8.532
25-02-2023 11:00,2,25,11:00,-13.9,-22.2,50,14,7,24.1,101.53,,-19,NA,8.815
25-02-2023 12:00,2,25,12:00,-13.9,-20.2,59,11,8,2.4,101.46,,-19,Snow,8.842
25-02-2023 13:00,2,25,13:00,-14,-18.1,71,6,5,2.4,101.35,,-17,Snow,8.728
25-02-2023 14:00,2,25,14:00,-13.6,-17.5,73,7,8,3.2,101.18,,-19,Snow,8.745
25-02-2023 15:00,2,25,15:00,-13.6,-17.4,74,11,8,6.4,101.13,,-19,Snow,8.731
25-02-2023 16:00,2,25,16:00,-13.6,-17,76,8,9,16.1,101.09,,-19,Snow,8.816
25-02-2023 17:00,2,25,17:00,-14.3,-17.3,78,12,12,24.1,101.01,,-21,NA,8.625
25-02-2023 18:00,2,25,18:00,-14.9,-17.6,80,8,7,24.1,100.96,,-20,NA,8.922
25-02-2023 19:00,2,25,19:00,-16.1,-17.9,86,9,9,24.1,100.88,,-22,Clear,8.533
25-02-2023 20:00,2,25,20:00,-17.5,-19,88,11,10,24.1,100.79,,-24,NA,8.783
25-02-2023 21:00,2,25,21:00,-17.2,-18.8,88,6,8,24.1,100.73,,-23,NA,8.571
25-02-2023 22:00,2,25,22:00,-17.1,-18.7,87,9,11,24.1,100.67,,-24,Cloudy,8.614
25-02-2023 23:00,2,25,23:00,-16.7,-18.4,87,6,10,24.1,100.56,,-23,NA,8.621
26-02-2023 00:00,2,26,00:00,-16.7,-18.5,86,8,12,24.1,100.44,,-24,NA,8.7
26-02-2023 01:00,2,26,01:00,-16.3,-18,87,7,11,24.1,100.38,,-23,Cloudy,8.476
26-02-2023 02:00,2,26,02:00,-16.2,-18,86,8,10,16.1,100.28,,-23,NA,8.554
26-02-2023 03:00,2,26,03:00,-15.8,-17.6,87,8,12,9.7,100.1,,-23,Snow,8.692
26-02-2023 04:00,2,26,04:00,-15.5,-17.2,87,8,9,12.9,99.98,,-21,Snow,8.678
26-02-2023 05:00,2,26,05:00,-15.2,-16.9,87,5,10,8.1,99.92,,-21,Snow,8.622
26-02-2023 06:00,2,26,06:00,-14.3,-15.9,88,10,13,3.2,99.71,,-21,Snow,8.603
26-02-2023 07:00,2,26,07:00,-13.7,-15.4,87,9,9,2.4,99.61,,-19,Snow,8.56
26-02-2023 08:00,2,26,08:00,-12.7,-14.3,88,9,12,1.6,99.53,,-19,Snow,8.558
26-02-2023 09:00,2,26,09:00,-12,-13.6,89,9,12,1.6,99.4,,-18,Snow,8.824
26-02-2023 10:00,2,26,10:00,-11.2,-12.9,88,7,13,1.6,99.3,,-18,Snow,8.483
26-02-2023 11:00,2,26,11:00,-9.8,-12.3,82,9,13,16.1,99.26,,-16,Snow,8.855
26-02-2023 12:00,2,26,12:00,-8.7,-11.7,79,3,12,12.9,99.25,,-14,Snow,8.529
26-02-2023 13:00,2,26,13:00,-7.5,-11.2,75,36,9,16.1,99.25,,-12,Snow,8.771
26-02-2023 14:00,2,26,14:00,-6.7,-10.1,77,19,4,24.1,99.18,,-9,NA,8.457
26-02-2023 15:00,2,26,15:00,-5,-8.9,74,24,10,24.1,99.21,,-9,NA,8.605
26-02-2023 16:00,2,26,16:00,-3.5,-7.8,72,22,9,24.1,99.23,,-7,Mainly Clear,8.62
26-02-2023 17:00,2,26,17:00,-3.5,-7.4,75,26,12,24.1,99.26,,-8,NA,8.496
26-02-2023 18:00,2,26,18:00,-4.3,-6.5,85,26,16,24.1,99.36,,-10,NA,8.644
26-02-2023 19:00,2,26,19:00,-5.1,-7,87,33,13,24.1,99.45,,-10,Mainly Clear,8.45
26-02-2023 20:00,2,26,20:00,-6.7,-9.1,83,33,9,16.1,99.53,,-11,NA,8.727
26-02-2023 21:00,2,26,21:00,-5.2,-6.8,89,32,15,16.1,99.67,,-11,NA,8.722
26-02-2023 22:00,2,26,22:00,-4.8,-8.8,73,33,21,24.1,99.78,,-11,Mostly Cloudy,8.691
26-02-2023 23:00,2,26,23:00,-6.7,-12.7,63,30,27,24.1,99.87,,-15,NA,8.504
27-02-2023 00:00,2,27,00:00,-8.4,-13.8,65,30,16,24.1,99.97,,-15,NA,8.568
27-02-2023 01:00,2,27,01:00,-9.1,-13.8,69,29,17,24.1,100.04,,-16,Clear,8.467
27-02-2023 02:00,2,27,02:00,-10,-14.4,70,29,18,24.1,100.1,,-17,NA,8.689
27-02-2023 03:00,2,27,03:00,-12,-15.4,77,28,10,24.1,100.18,,-18,NA,8.532
27-02-2023 04:00,2,27,04:00,-11.8,-15,78,29,15,24.1,100.28,,-19,Clear,8.696
27-02-2023 05:00,2,27,05:00,-13.5,-15.7,84,30,16,24.1,100.36,,-21,NA,8.5
27-02-2023 06:00,2,27,06:00,-13.9,-16.1,84,32,17,24.1,100.32,,-22,NA,11.054
27-02-2023 07:00,2,27,07:00,-12.7,-14.9,84,34,12,24.1,100.29,,-19,Clear,11.85
27-02-2023 08:00,2,27,08:00,-12.2,-14.4,84,1,9,24.1,100.33,,-17,NA,12.432
27-02-2023 09:00,2,27,09:00,-9.5,-12.8,77,3,13,24.1,100.34,,-16,NA,12.389
27-02-2023 10:00,2,27,10:00,-8,-12.2,72,7,17,24.1,100.33,,-15,Mostly Cloudy,12.383
27-02-2023 11:00,2,27,11:00,-6.9,-12.5,65,8,14,24.1,100.34,,-13,NA,12.158
27-02-2023 12:00,2,27,12:00,-6,-12.6,60,17,12,24.1,100.36,,-11,NA,11.57
27-02-2023 13:00,2,27,13:00,-6.1,-12.3,62,11,10,24.1,100.17,,-11,Cloudy,11.87
27-02-2023 14:00,2,27,14:00,-5.8,-11.7,64,11,14,24.1,100.1,,-11,NA,11.934
27-02-2023 15:00,2,27,15:00,-6,-12.1,62,8,18,24.1,100,,-12,NA,11.686
27-02-2023 16:00,2,27,16:00,-5.7,-11.6,63,8,13,24.1,99.89,,-11,Cloudy,11.523
27-02-2023 17:00,2,27,17:00,-6,-12.6,60,7,20,24.1,99.81,,-13,NA,11.852
27-02-2023 18:00,2,27,18:00,-6.6,-12.5,63,6,19,24.1,99.72,,-13,NA,11.204
27-02-2023 19:00,2,27,19:00,-6.6,-12.4,64,7,21,24.1,99.61,,-14,Cloudy,11.261
27-02-2023 20:00,2,27,20:00,-6.8,-13.1,61,6,28,24.1,99.46,,-15,NA,10.377
27-02-2023 21:00,2,27,21:00,-6.8,-13.1,61,7,28,24.1,99.43,,-15,Blowing Snow,8.342
27-02-2023 22:00,2,27,22:00,-7.1,-12.5,66,8,27,24.1,99.39,,-15,Blowing Snow,8.28
27-02-2023 23:00,2,27,23:00,-7.2,-13,64,8,28,24.1,99.38,,-16,Blowing Snow,8.021
28-02-2023 00:00,2,28,00:00,-7.4,-12.9,65,7,23,24.1,99.27,,-15,Blowing Snow,8.071
28-02-2023 01:00,2,28,01:00,-7.2,-12.6,65,8,27,16.1,99.22,,-15,Cloudy,8.16
28-02-2023 02:00,2,28,02:00,-7.3,-12.2,69,8,29,12.9,99.14,,-16,Snow,8.279
28-02-2023 03:00,2,28,03:00,-7,-11.9,68,7,27,12.9,99.04,,-15,Snow,8.555
28-02-2023 04:00,2,28,04:00,-7.4,-10.4,80,7,26,12.9,98.94,,-16,Snow,8.371
28-02-2023 05:00,2,28,05:00,-7.3,-9.2,86,7,25,2.4,98.91,,-15,Snow,8.216
28-02-2023 06:00,2,28,06:00,-7,-8.3,91,6,23,2.4,98.89,,-15,Snow,9.308
28-02-2023 07:00,2,28,07:00,-6.7,-7.9,91,6,25,1.6,98.88,,-15,Snow,10.247
28-02-2023 08:00,2,28,08:00,-6,-7.3,91,8,27,1.2,98.88,,-14,"Snow,Blowing Snow",10.64
28-02-2023 09:00,2,28,09:00,-5.4,-6.8,90,8,28,2.8,98.88,,-13,"Snow,Blowing Snow",10.93
28-02-2023 10:00,2,28,10:00,-5,-6.5,89,8,32,2.8,98.86,,-13,"Snow,Blowing Snow",10.526
28-02-2023 11:00,2,28,11:00,-4.4,-5.7,91,7,22,1.2,98.87,,-11,"Snow,Blowing Snow",11.529
28-02-2023 12:00,2,28,12:00,-3.7,-5,91,7,24,2,98.81,,-11,"Snow,Blowing Snow",11.413
28-02-2023 13:00,2,28,13:00,-3.1,-4.2,92,8,19,4,98.83,,-9,Snow,11.224
28-02-2023 14:00,2,28,14:00,-2.6,-3.5,93,8,16,1.6,98.81,,-8,"Snow Showers,Snow Pellets",11.868
28-02-2023 15:00,2,28,15:00,-2.2,-3.1,94,5,4,1.6,98.93,,-4,Snow,11.941
28-02-2023 16:00,2,28,16:00,-2.1,-3,93,25,11,12.9,99.08,,-6,Snow,11.327
28-02-2023 17:00,2,28,17:00,-1.9,-3.5,89,25,16,16.1,99.25,,-7,NA,10.743
28-02-2023 18:00,2,28,18:00,-1,-4,80,25,15,24.1,99.43,,-6,NA,10.583
28-02-2023 19:00,2,28,19:00,-0.8,-3.8,80,24,13,24.1,99.55,,-5,Cloudy,11.248
28-02-2023 20:00,2,28,20:00,-0.8,-4.1,79,26,17,24.1,99.67,,-6,NA,10.927
28-02-2023 21:00,2,28,21:00,-1.2,-5.3,74,26,21,24.1,99.84,,-7,NA,9.426
28-02-2023 22:00,2,28,22:00,-1.1,-5.4,72,24,21,24.1,99.91,,-7,Mostly Cloudy,9.098
28-02-2023 23:00,2,28,23:00,-2.1,-6.1,74,22,16,24.1,99.99,,-7,NA,9.186
01-03-2023 00:00,3,1,00:00,-2.5,-6.3,75,23,15,24.1,100.08,,-7,NA,8.995
01-03-2023 01:00,3,1,01:00,-3.6,-7,77,22,8,24.1,100.15,,-7,Clear,9.289
01-03-2023 02:00,3,1,02:00,-4.1,-7.2,79,21,12,24.1,100.22,,-9,NA,9.012
01-03-2023 03:00,3,1,03:00,-3.9,-6.9,80,23,14,24.1,100.31,,-9,NA,9.261
01-03-2023 04:00,3,1,04:00,-4.6,-7.2,82,22,11,24.1,100.37,,-9,Mainly Clear,8.895
01-03-2023 05:00,3,1,05:00,-5.3,-7.2,86,22,10,24.1,100.41,,-10,NA,9.133
01-03-2023 06:00,3,1,06:00,-9.1,-10.1,93,26,4,24.1,100.44,,-11,NA,11.275
01-03-2023 07:00,3,1,07:00,-9.6,-10.8,92,21,4,24.1,100.46,,-12,Mostly Cloudy,11.295
01-03-2023 08:00,3,1,08:00,-6.6,-7.3,95,22,3,24.1,100.48,,-8,NA,12.15
01-03-2023 09:00,3,1,09:00,-4.7,-5.9,92,20,6,24.1,100.49,,-7,NA,11.773
01-03-2023 10:00,3,1,10:00,-3.6,-6.1,83,20,3,24.1,100.49,,-5,Mostly Cloudy,11.781
01-03-2023 11:00,3,1,11:00,-1.8,-5,79,13,8,24.1,100.4,,-5,NA,12.091
01-03-2023 12:00,3,1,12:00,0.3,-4.3,71,36,2,24.1,100.43,,,NA,11.277
01-03-2023 13:00,3,1,13:00,0.9,-4.2,69,9,7,24.1,100.31,,,Cloudy,11.593
01-03-2023 14:00,3,1,14:00,0.9,-4.3,68,6,21,24.1,100.11,,,NA,11.729
01-03-2023 15:00,3,1,15:00,0.9,-3.8,70,10,14,24.1,100.13,,,NA,11.494
01-03-2023 16:00,3,1,16:00,1.1,-4.1,68,13,9,24.1,100.13,,,Cloudy,11.447
01-03-2023 17:00,3,1,17:00,1.2,-4.1,68,6,10,24.1,100.09,,,NA,11.674
01-03-2023 18:00,3,1,18:00,0.6,-4.1,71,8,9,24.1,100.05,,,NA,11.393
01-03-2023 19:00,3,1,19:00,0.3,-4.1,73,7,15,24.1,99.95,,,Mostly Cloudy,10.605
01-03-2023 20:00,3,1,20:00,-0.1,-4.4,73,7,14,24.1,99.95,,-4,NA,10.556
01-03-2023 21:00,3,1,21:00,-0.5,-4.7,74,6,17,24.1,99.87,,-5,NA,8.966
01-03-2023 22:00,3,1,22:00,-1.3,-5.3,74,6,18,24.1,99.77,,-7,Mostly Cloudy,8.386
01-03-2023 23:00,3,1,23:00,-1.2,-5.2,74,6,20,24.1,99.65,,-7,NA,8.654
02-03-2023 00:00,3,2,00:00,-1,-4.8,75,6,20,24.1,99.55,,-7,NA,8.427
02-03-2023 01:00,3,2,01:00,-1,-4.3,78,5,21,24.1,99.44,,-7,Cloudy,8.005
02-03-2023 02:00,3,2,02:00,-0.9,-3.8,81,5,24,24.1,99.39,,-7,NA,8.213
02-03-2023 03:00,3,2,03:00,-0.9,-2.8,87,6,22,24.1,99.29,,-7,Freezing Rain,8.312
02-03-2023 04:00,3,2,04:00,-1.1,-2.4,91,6,22,4,99.22,,-7,"Freezing Rain,Fog",8.229
02-03-2023 05:00,3,2,05:00,-1.3,-2.4,93,5,25,6.4,99.12,,-8,"Freezing Rain,Fog",7.933
02-03-2023 06:00,3,2,06:00,-1.2,-2.3,92,4,23,9.7,99.13,,-7,"Freezing Rain,Fog",10.311
02-03-2023 07:00,3,2,07:00,-1.2,-2,94,1,14,4.8,99.16,,-6,"Snow,Fog",12.11
02-03-2023 08:00,3,2,08:00,-1.1,-1.7,96,35,16,1.6,99.18,,-6,Snow,11.818
02-03-2023 09:00,3,2,09:00,-0.8,-1.8,93,35,16,8.1,99.15,,-6,Snow,11.847
02-03-2023 10:00,3,2,10:00,-0.7,-1.8,92,35,15,4,99.14,,-5,Snow,11.426
02-03-2023 11:00,3,2,11:00,-0.3,-2.1,88,34,17,2.4,99.15,,-5,Snow,12.343
02-03-2023 12:00,3,2,12:00,-0.2,-1.7,89,33,21,3.2,99.19,,-6,Snow,11.41
02-03-2023 13:00,3,2,13:00,-0.1,-1.2,92,32,20,2.4,99.21,,-5,Snow,11.779
02-03-2023 14:00,3,2,14:00,1,-0.9,88,33,13,24.1,99.26,,,Snow,11.737
02-03-2023 15:00,3,2,15:00,2.5,-3.5,64,34,27,24.1,99.33,,,NA,11.767
02-03-2023 16:00,3,2,16:00,2.4,-3.6,65,32,28,24.1,99.43,,,Mostly Cloudy,11.658
02-03-2023 17:00,3,2,17:00,1.7,-3.5,69,32,23,24.1,99.56,,,NA,11.606
02-03-2023 18:00,3,2,18:00,0.3,-3.9,74,31,15,24.1,99.69,,,NA,11.455
02-03-2023 19:00,3,2,19:00,0.6,-3.7,73,32,16,24.1,99.81,,,Mostly Cloudy,10.625
02-03-2023 20:00,3,2,20:00,-0.5,-5.8,67,34,22,24.1,99.88,,-6,NA,10.07
02-03-2023 21:00,3,2,21:00,-2.2,-7.5,67,32,26,24.1,99.99,,-9,NA,8.9
02-03-2023 22:00,3,2,22:00,-3.3,-8.8,66,33,18,24.1,100.06,,-9,Clear,8.595
02-03-2023 23:00,3,2,23:00,-5,-10.1,68,32,23,24.1,100.13,,-12,NA,8.375
03-03-2023 00:00,3,3,00:00,-6.5,-11.6,68,31,20,24.1,100.25,,-13,NA,8.331
03-03-2023 01:00,3,3,01:00,-7.3,-12.8,65,32,17,24.1,100.34,,-14,Clear,8.2
